Id,Referencia,Código Barra,Nombre,SKU,Descripción,Item Tipo,Es Combo,Precio 1,Precio 2,Precio 3,Precio 4,Precio 5,Margen 1,Margen 2,Margen 3,Margen 4,Margen 5,No Comisionable,Marca Id,Marca Nombre,Categoria Id,Categoria Nombre,SubCategoria Id,SubCategoria Nombre,Familia Id,Familia Nombre,RazonTransaccion Id,RazonTransaccion Nombre,Item Unidad Id,Item Unidad Descripcion,Costo Promedio Ponderado,Punto Reorden,Costo Ultimo De Compra,Cuenta Compra,Cuenta Venta,Cuenta Costo,Suplidor,Estatus,Tipo Ingreso,Código Arancelario,Impuestos de Importación,Días de Garantía,Tiempo de Entrega,Crear Usuario,Fecha Creación,Actualizar Usuario,Fecha Actualización,Atributo 1,Atributo 2,Atributo 3,Atributo 4,Atributo 5,Atributo 6,Atributo 7,Atributo 8,Atributo 9,Atributo 10,Imagen
56,VENT. RITTAL 115V,,11503F,DV4600-492,Vent. rittal 115 v RITTAL modelo DV4600-492,Producto con Inventario con Descuento y Despacho,No,120.8,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,69.03,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
57,RESISTENCIA CALEFACTORA,,11724A,3105380,Resistencia Calefactora RITTAL modelo 3105380,Producto con Inventario con Descuento y Despacho,No,760,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,198.81,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
58,COMPRESOR RITTAL,,11512A,3397052,Compresor rittal RITTAL modelo 3397052,Producto con Inventario con Descuento y Despacho,No,785.59,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,448.91,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
59,MICROSWITCH 1AV2A,,12311,1AV2A,Microswitch 1av2 a modelo 1AV2A,Producto con Inventario con Descuento y Despacho,No,10.2312,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,7.056,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
60,"SENSOR TENED 1"" NPT 10-55V COR",,12418,159300220,Sensor tened 1? NPT 10–55 v Cor modelo 159300220,Producto con Inventario con Descuento y Despacho,No,320,,,,,45,,,,,No,23,G+F,10,12 - Sensores,,,,,,,1,Unidad,,,202.96,100302,,,GEORG FISCHER SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
61,SENSOR ULTRASONICO P+F,,12861,UB4000-30GM-E5 -V15,"Sensor ultrasónico Pepperl+Fuchs modelo UB4000-30GM-E5, uso industrial",Producto con Inventario con Descuento y Despacho,No,297,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,173.25,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
62,MICROSWITCH V7-2B17D8,,12001 V722B11D,V7-2B17D8,Microswitch v7–2b17d8 modelo V7-2B17D8,Producto con Inventario con Descuento y Despacho,No,8.18,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,4.67,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
63,SK REGULADOR COMFORT 400/460V,,11601A,3396666,Sk regulador Comfort 400/460 v RITTAL modelo 3396666,Producto con Inventario con Descuento y Despacho,No,636.37,,,,,45,,,,,No,9,RITTAL,7,11 - Reguladores,,,,,,,1,Unidad,,,363.64,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
64,VENT 105M3/H 230VAC RITTAL,,11511D,3239100,Vent 105m3/h 230vac rittal RITTAL modelo 3239100,Producto con Inventario con Descuento y Despacho,No,476.17,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,250.62,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
65,SENSOR DE BARRERA AUTONICS,,12302,BWP20-20P,Sensor de barrera autonics modelo BWP20-20P,Producto con Inventario con Descuento y Despacho,No,252.45,,,,,45,,,,,No,19,LIGHTING,10,12 - Sensores,,,,,,,1,Unidad,,,160.65,100302,,,LIGHTING LSD SRL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
66,VALVULA DE GLOBO PARKER INOX,,11089DD,CNTDN40SWS B1,"Válvula de globo, marca PARKER, acero inoxidable, modelo CNTDN40SWS",Producto con Inventario con Descuento y Despacho,No,1006.68,,,,,45,,,,,No,8,PARKER,4,11 - Válvulas,,,,,,,1,Unidad,,,640.6155,100302,,,PARKER HANNIFIN CORPORATION,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
67,SENSOR FOTOELECTRICO AUTONIC,,12316,BEN5M-MFR,Sensor Fotoelectrico autonic AUTONICS modelo BEN5M-MFR,Producto con Inventario con Descuento y Despacho,No,50,,,,,45,,,,,No,21,AUTONICS,10,12 - Sensores,,,,,,,1,Unidad,,,23.84,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
68,RESISTENCIA CALEFACTORA RITTAL,,11724B,3105370,Resistencia Calefactora rittal RITTAL modelo 3105370,Producto con Inventario con Descuento y Despacho,No,187.27,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,98.56,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
69,COMPRESOR RITTAL,,11512C,3396783,Compresor rittal RITTAL modelo 3396783,Producto con Inventario con Descuento y Despacho,No,1095.92,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,626.24,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
70,SK VENT RADIAL R2E-190-A026-8,,11511K,3396258,Sk vent radial r2e-190-a026–8 RITTAL modelo 3396258,Producto con Inventario con Descuento y Despacho,No,259.34,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,157.18,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
71,SK RADIALVENT R2D250-AF10-1,,11511L,3396270,Sk radialvent r2d250-af10–1 RITTAL modelo 3396270,Producto con Inventario con Descuento y Despacho,No,731.39,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,443.27,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
72,SK RADIALVENT R4D330AA08-09,,11511J,3396317,Sk radialvent r4d330aa08–09 RITTAL modelo 3396317,Producto con Inventario con Descuento y Despacho,No,464.63,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,263.42,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
73,FIBRA OPTICA BT23PMSS BANNER,,12505,BT23PMSS,Fibra optica bt23pmss banner modelo BT23PMSS,Producto con Inventario con Descuento y Despacho,No,132,,,,,45,,,,,No,25,SHINGLE GI,12,"12 - Sensores, cables y switches",,,,,,,1,Unidad,,,80.18,100302,,,SHINGLE & GIBB AUTOMATION,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
74,DISPLAY BASE REGULADOR BASICO,,11600A,3396282,Display base regulador basico RITTAL modelo 3396282,Producto con Inventario con Descuento y Despacho,No,141.52,,,,,45,,,,,No,9,RITTAL,9,11 - Pantallas,,,,,,,1,Unidad,,,46.263,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
75,SENSOR ALTO-BAJO 208-480V,,12318,RM17TE00,Sensor alto-bajo 208–480 v modelo RM17TE00,Producto con Inventario con Descuento y Despacho,No,115,,,,,45,,,,,No,22,TECNI ELEC,10,12 - Sensores,,,,,,,1,Unidad,,,75.159,100302,,,"TECNI ELECTRIC, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
76,SK HIGROSTATO 24-230V (AC) DC,,11600C,3118000,Sk higrostato 24–230 v (ac) dc RITTAL modelo 3118000,Producto con Inventario con Descuento y Despacho,No,132.35,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,69.66,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
77,MICROSWITCH HONEYWELL,,12324,GLCC01A1B,Microswitch honeywell modelo GLCC01A1B,Producto con Inventario con Descuento y Despacho,No,152.27,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,92.29,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
78,VENTILADOR SK 3301480  RITTAL,,11511F,3396567,Ventilador sk 3301480 rittal RITTAL modelo 3396567,Producto con Inventario con Descuento y Despacho,No,313,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,182.06,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
79,ESTACION DE CONTROL  JOKAB SAF,,17115B JSTD25P,JSTD25P-1,Estacion de Control jokab saf modelo JSTD25P-1,Producto con Inventario con Descuento y Despacho,No,1345.71,,,,,45,,,,,No,18,CROSS,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,855.13,100302,,,Cross Company,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
80,SENSOR ULTRASONICO P+F,,12714,UB3000-F42-UK- V95,"Sensor ultrasónico Pepperl+Fuchs modelo UB3000-F42-UK-, uso industrial",Producto con Inventario con Descuento y Despacho,No,307,,,,,45,,,,,No,24,PEPPERL,10,12 - Sensores,,,,,,,1,Unidad,,,211.18,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
81,SV CIRCUIT BREAKE 100A 690V 3P,,11600D,9342410,Sv Circuit breake 100 a 690 v 3 polos RITTAL modelo 9342410,Producto con Inventario con Descuento y Despacho,No,138.21,,,,,45,,,,,No,9,RITTAL,5,11 - Accesorio para calderas,,,,,,,1,Unidad,,,78.98,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
82,VALVULA SOLENOIDE SK 3/8 230 V,,11601AB,3396695,"Válvula de industrial, serie 230, modelo 3396695",Producto con Inventario con Descuento y Despacho,No,15141.973,,,,,45,,,,,No,9,RITTAL,4,11 - Válvulas,,,,,,,1,Unidad,10442.74,,10442.74,100302,,,RITTAL SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
83,MICROSWITCH 1LS1,,12038 1LS1,1LS1,Microswitch 1ls1 modelo 1LS1,Producto con Inventario con Descuento y Despacho,No,45.76,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,26.15,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
84,MICROSWITCH LSH1A,,12027 LSH-1A,LSH-1A,Microswitch lsh1 a modelo LSH-1A,Producto con Inventario con Descuento y Despacho,No,80.38,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,66.98,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
85,MICROSWITCH GLAA01C,,12053 GLAA01C,GLAA01C,Microswitch glaa01c modelo GLAA01C,Producto con Inventario con Descuento y Despacho,No,108,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,59.5,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
86,MICROSWITCH BZE62RN2,,12030 BZE62RN2,BZE6-2RN2,Microswitch bze62rn2 modelo BZE6-2RN2,Producto con Inventario con Descuento y Despacho,No,260.85,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,149.06,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
87,MICROSWITCH DTE6-2RN2,,12026B DTE6-2R,DTE6-2RN2,Microswitch dte6–2rn2 modelo DTE6-2RN2,Producto con Inventario con Descuento y Despacho,No,238.8,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,136.46,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
88,MICROSWITCH 18PA1,,12039 18PA1,18PA1,Microswitch 18pa1 modelo 18PA1,Producto con Inventario con Descuento y Despacho,No,23.3856,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,16.128,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
89,BRAZO P/CONVEYOR LSZ67AA,,12027C LSZ67AA,LSZ67AA,Brazo paraconveyor lsz67aa modelo LSZ67AA,Producto con Inventario con Descuento y Despacho,No,52.0086,,,,,45,,,,,No,20,HW SENS,12,"12 - Sensores, cables y switches",,,,,,,1,Unidad,,,35.868,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
90,MICROSWITCH GLDB01A1B,,12048 GLDB01A1,GLDB01A1B,Microswitch gldb01a1b modelo GLDB01A1B,Producto con Inventario con Descuento y Despacho,No,28.8686,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,16.22,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
91,CONECTOR AS INTERPHASE,,12082AC,VAZ-T1-FK-G10- V1,"Sensor de proximidad Pepperl+Fuchs modelo VAZ-T1-FK-G10-, uso industrial",Producto con Inventario con Descuento y Despacho,No,70.95,,,,,45,,,,,No,24,PEPPERL,15,12 - Conectores,,,,,,,1,Unidad,,,43.28,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
92,INTERRUPTOR DE SEGURIDAD P+F,,12082B,210518 ER1S-1M-V1,"Sensor de proximidad Pepperl+Fuchs modelo 210518, uso industrial",Producto con Inventario con Descuento y Despacho,No,257,,,,,45,,,,,No,24,PEPPERL,11,12 - Switches,,,,,,,1,Unidad,,,143.77,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
93,MICROSWITCH BZE62RQ8,,12065 BZE62RQ8,BZE6-2RQ8,Microswitch bze62rq8 modelo BZE6-2RQ8,Producto con Inventario con Descuento y Despacho,No,101,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,58.67,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
94,LIMIT SWITCH HONEYWELL,,12078C,LSYAB1A,Switch Limit switch honeywell HONEYWELL modelo LSYAB1A,Producto con Inventario con Descuento y Despacho,No,411.77,,,,,45,,,,,No,2,HONEYWELL,14,12 - Limit Switches,,,,,,,1,Unidad,,,235.3,100302,,,HONEYWELL INTERNATIONAL ECC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
95,MICROSWITCH GLAA01A1A,,12051 GLAA01A1,GLAA01A1A,Microswitch glaa01a1 a modelo GLAA01A1A,Producto con Inventario con Descuento y Despacho,No,62.9802,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,41.71,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
96,SENSOR MAG TIPO SWITCH,,12082 FF6-20-A,FF6-20-AC-QD05,Switch Sensor mag tipo switch modelo FF6-20-AC-QD05,Producto con Inventario con Descuento y Despacho,No,227,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,132.7,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
97,MICROSWITCH 914CE23A,,12067 914CE23A,914CE2-3A,Microswitch 914ce23 a modelo 914CE2-3A,Producto con Inventario con Descuento y Despacho,No,72.76,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,46,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
98,MICROSWITCH HONEWELL,,12025EA,914CE16-6,Microswitch honewell modelo 914CE16-6,Producto con Inventario con Descuento y Despacho,No,340,,,,,45,,,,,No,10,PAYPAL,11,12 - Switches,,,,,,,1,Unidad,,,192.65,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
99,MICROSWITCH GLDB01D,,12061 GLDB01D,GLDB01D,Microswitch gldb01d modelo GLDB01D,Producto con Inventario con Descuento y Despacho,No,29.96,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,19.19,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
100,LIMIT SWITCH ABM5E52Z11,,12060A,ABM5E52Z11,Switch Limit switch abm5e52z11 modelo ABM5E52Z11,Producto con Inventario con Descuento y Despacho,No,91.47,,,,,45,,,,,No,29,AUTOMAT,14,12 - Limit Switches,,,,,,,1,Unidad,3648.8233,,3648.8233,100302,,,"AUTOMATION DIRECT,PAYPAL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
101,BRAZO LSZ51A,,12080 LSZ-51A,LSZ-51A,Brazo lsz51 a modelo LSZ-51A,Producto con Inventario con Descuento y Despacho,No,5.922525,,,,,45,,,,,No,20,HW SENS,12,"12 - Sensores, cables y switches",,,,,,,1,Unidad,,,4.0845,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
102,MICROSWITCH BZE62RN80,,12031 BZE62RN8,BZE6-2RN80,Microswitch bze62rn80 modelo BZE6-2RN80,Producto con Inventario con Descuento y Despacho,No,109.461,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,60.46,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
103,MICROSWITCH BZ-2RQ1-A2,,12020 BZ-2RQ1,BZ-2RQ1-A2,Microswitch bz-2rq1-a2 modelo BZ-2RQ1-A2,Producto con Inventario con Descuento y Despacho,No,12.305,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,8.84,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
104,CABEZA P/LIMIT SWICH - ALLEN,,12046G AB 4014,40146-747-63,Cabeza paralimit swich - allen modelo 40146-747-63,Producto con Inventario con Descuento y Despacho,No,56.42,,,,,45,,,,,No,10,PAYPAL,14,12 - Limit Switches,,,,,,,1,Unidad,,,34.19,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
105,SENSOR MAG TIPO SWITCH P+F,,12082A,VAZ-IER1-ACTUA TOR1-S,"Sensor de proximidad Pepperl+Fuchs modelo VAZ-IER1-ACTUA, uso industrial",Producto con Inventario con Descuento y Despacho,No,13,,,,,45,,,,,No,24,PEPPERL,11,12 - Switches,,,,,,,1,Unidad,,,8.66,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
106,MICROSWITCH  LSZ-1C,,12069B LSZ-1C,LSZ-1C,Microswitch lsz-1c modelo LSZ-1C,Producto con Inventario con Descuento y Despacho,No,54.033525,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,37.2645,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
107,BRAZO D/MICRO SWITCH TELEMECAN,,12074Y,ZCK-Y13,Switch Brazo de micro switch telemecan modelo ZCK-Y13,Producto con Inventario con Descuento y Despacho,No,28.61,,,,,45,,,,,No,10,PAYPAL,11,12 - Switches,,,,,,,1,Unidad,,,16.35,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
108,MICROSWITCH GLEB01B,,12060 GLEB01B,GLEB01B,Microswitch gleb01b modelo GLEB01B,Producto con Inventario con Descuento y Despacho,No,79.6722,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,41.3175,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
109,MICROSWITCH GLAA01D,,12053A,GLAA01D,Microswitch glaa01d modelo GLAA01D,Producto con Inventario con Descuento y Despacho,No,136.88,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,78.22,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
110,MICROSWITCH HONEYWELL,,12060C,GLEB01A2B,Microswitch honeywell modelo GLEB01A2B,Producto con Inventario con Descuento y Despacho,No,231,,,,,45,,,,,No,10,PAYPAL,11,12 - Switches,,,,,,,1,Unidad,,,131.59,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
111,INTERRUPTOR INTERFACE P+F,,12082E,VAA-2E1A-IER1- S-1M-V1,"Sensor de proximidad Pepperl+Fuchs modelo VAA-2E1A-IER1-, uso industrial",Producto con Inventario con Descuento y Despacho,No,280.15,,,,,45,,,,,No,24,PEPPERL,11,12 - Switches,,,,,,,1,Unidad,,,169.79,100302,,,PEPPERL + FUCHS INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
112,MICROSWITCH BZ-2RW80-A2,,12024 BZ-RW80,BZ-2RW80-A2,Microswitch bz-2rw80-a2 modelo BZ-2RW80-A2,Producto con Inventario con Descuento y Despacho,No,36,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,20.38,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
113,MICROSWITCH 3MN1,,12006 3MN1,3MN1,Microswitch 3mn1 modelo 3MN1,Producto con Inventario con Descuento y Despacho,No,69,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,42.06,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
114,SWITCH DE SEGURIDAD SICK,,12047 I11-S213,I11-S213,Switch de seguridad sick modelo I11-S213,Producto con Inventario con Descuento y Despacho,No,115.72,,,,,45,,,,,No,28,H&D,11,12 - Switches,,,,,,,1,Unidad,,,70.13,100302,,,H & D ENGINEERING CORP,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
115,MICROSWITCH LSH6B,,12058 LSH6B,LSH6B,Microswitch lsh6b modelo LSH6B,Producto con Inventario con Descuento y Despacho,No,106.1761,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,63.4,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
116,MICROSWITCH BZE6-2RQ9,,12065B,BZE6-2RQ9,Microswitch bze6–2rq9 modelo BZE6-2RQ9,Producto con Inventario con Descuento y Despacho,No,131,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,47.628,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
117,MICROSWITCH BZE6-2RN,,12029 BZE6-2RN,BZE6-2RN,Microswitch bze6–2rn modelo BZE6-2RN,Producto con Inventario con Descuento y Despacho,No,89,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,47.68,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
118,MICROSWITCH GLAA01A4J,,12052 GLAA01A4,GLAA01A4J,Microswitch glaa01a4j modelo GLAA01A4J,Producto con Inventario con Descuento y Despacho,No,77.1256,,,,,45,,,,,No,20,HW SENS,11,12 - Switches,,,,,,,1,Unidad,,,40.47,100302,,,Honeywell Sensing & Control,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
